object			
volume	61157	Bégin	1823
orth	Carcinomateux		
entry	Carcinôme	0	
orth	Carcinôme		
entry	Cardamine	0	
orth	Cardamine		
entry	Cardamome	0	
orth	Cardamome		
entry	Cardia	0	
orth	Cardia		
entry	Cardiætapie	0	
orth	Cardiætapie		
entry	Cardiagraphie	0	
orth	Cardiagraphie		
entry	Cardiaire	0	
orth	Cardiaire		
entry	Cardialgie	0	
orth	Cardialgie		
entry	Cardialogie	0	
orth	Cardialogie		
entry	Cardianastrophie	0	
orth	Cardianastrophie		
entry	Cardiaque	1	
pb	126	0136	
entry	Cardiatomie	0	
orth	Cardiatomie		
entry	Cardieurysme	0	
orth	Cardieurysme		
entry	Cardihelcosie	0	
orth	Cardihelcosie		
entry	Cardimelech	0	
orth	Cardimelech		
entry	Cardiocèle	0	
orth	Cardiocèle		
entry	Cardiogme	0	
orth	Cardiogme		
entry	Cardiopalme	0	
orth	Cardiopalme		
entry	Cardiopalmie	0	
orth	Cardiopalmie		
entry	Cardiorhexie	0	
orth	Cardiorhexie		
entry	Cardiotrote	0	
orth	Cardiotrote		
entry	Cardipéricardite	0	
orth	Cardipéricardite		
entry	Cardite	0	
orth	Cardite		
entry	Cardon	0	
orth	Cardon		
entry	Carébarie	0	
orth	Carébarie		
entry	Carène	0	
orth	Carène		
entry	Carene	0	
orth	Carene		
entry	Carie	0	
orth	Carie		
entry	Carié	0	
orth	Carié		
entry	Carier (se)	0	
orth	Carier (se)		
entry	Carieux	0	
orth	Carieux		
entry	Cariopse	0	
orth	Cariopse		
entry	Carline	0	
orth	Carline		
entry	Carlsbad	0	
orth	Carlsbad		
entry	Carminatif	1	
orth	Carminatif		
pb	127	0137	
entry	Carmine	0	
orth	Carmine		
entry	Carnage	0	
orth	Carnage		
entry	Carnassier	0	
orth	Carnassier		
entry	Carnification	0	
orth	Carnification		
entry	Carnifié	0	
orth	Carnifié		
entry	Carnivore	0	
orth	Carnivore		
entry	Carnode	0	
orth	Carnode		
entry	Carnosité	0	
orth	Carnosité		
entry	Caroncule	0	
orth	Caroncule		
entry	Caronculeux	0	
orth	Caronculeux		
entry	Carotidal	0	
orth	Carotidal		
entry	Carotide	0	
orth	Carotide		
entry	Carotidien	0	
orth	Carotidien		
entry	Carotique	1	
orth	Carotique		
pb	128	0138	
entry	Carotte	0	
orth	Carotte		
entry	Caroubier	0	
orth	Caroubier		
entry	Carouge	0	
orth	Carouge		
entry	Carpadèle	0	
orth	Carpadèle		
entry	Carpe	0	
orth	Carpe		
entry	Carphologié	0	
orth	Carphologié		
entry	Carpien	0	
orth	Carpien		
entry	Carpobalsame	0	
orth	Carpobalsame		
entry	Carpologie	0	
orth	Carpologie		
entry	Carpo-métacarpien	0	
orth	Carpo-métacarpien		
entry	Carpo-phalangien	0	
orth	Carpo-phalangien		
entry	Carpo-sus-phalangien	0	
orth	Carpo-sus-phalangien		
entry	Carré	1	
orth	Carré		
pb	129	0139	
entry	Carreau	0	
orth	Carreau		
entry	Carrelet	0	
orth	Carrelet		
entry	Carrière	0	
orth	Carrière		
entry	Carthame	0	
orth	Carthame		
entry	Carthamite	0	
orth	Carthamite		
entry	Cartilage	0	
orth	Cartilage		
entry	Cartilagineux	0	
orth	Cartilagineux		
entry	Cartilaginification	0	
orth	Cartilaginification		
entry	Carus	0	
orth	Carus		
entry	Carvi	0	
orth	Carvi		
entry	Caryocostin	0	
orth	Caryocostin		
entry	Cas rares	0	
orth	Cas rares		
entry	Cascarille	0	
orth	Cascarille		
entry	Caséate	0	
orth	Caséate		
entry	Caseation	0	
orth	Caseation		
entry	Caseeux	0	
orth	Caseeux		
entry	Caséine	1	
orth	Caséine		
pb	130	0140	
entry	Caséique	0	
orth	Caséique		
entry	Casemate	0	
orth	Casemate		
entry	Caseum	0	
orth	Caseum		
entry	Casque	0	
orth	Casque		
entry	Cassave	0	
orth	Cassave		
entry	Casse	0	
orth	Casse		
entry	Cassure	0	
orth	Cassure		
entry	Castelletto-adorno	0	
orth	Castelletto-adorno		
entry	Castera-vivent	0	
orth	Castera-vivent		
entry	Castlead	0	
orth	Castlead		
entry	Castoréum	0	
orth	Castoréum		
entry	Castrat	0	
orth	Castrat		
entry	Castration	1	
orth	Castration		
pb	131	0141	
entry	Cataal	0	
orth	Cataal		
entry	Catablème	0	
orth	Catablème		
entry	Catacérastique	0	
orth	Catacérastique		
entry	Catachasme	0	
orth	Catachasme		
entry	Catachysis	0	
orth	Catachysis		
entry	Cataclase	0	
orth	Cataclase		
entry	Cataclysme	0	
orth	Cataclysme		
entry	Catagme	0	
orth	Catagme		
entry	Catagmatique	0	
orth	Catagmatique		
entry	Cataire	0	
orth	Cataire		
entry	Catalepsie	0	
orth	Catalepsie		
entry	Cataleptique	0	
orth	Cataleptique		
entry	Catalotique	0	
orth	Catalotique		
entry	Catapasme	0	
orth	Catapasme		
entry	Catapetale	0	
orth	Catapetale		
entry	Cataphora	0	
orth	Cataphora		
entry	Cataphracta	1	
orth	Cataphracta		
pb	132	0142	
entry	Cataplasme	0	
orth	Cataplasme		
entry	Cataplexie	0	
orth	Cataplexie		
entry	Catapsyxie	0	
orth	Catapsyxie		
entry	Cataptose	0	
orth	Cataptose		
entry	Cataracte	1	
orth	Cataracte		
pb	133	0143	
entry	Cataracte	0	
orth	Cataracte		
entry	Cataracter (se)	0	
orth	Cataracter (se)		
entry	Catarrhal	0	
orth	Catarrhal		
entry	Catarrhe	0	
orth	Catarrhe		
entry	Catarrhectique	0	
orth	Catarrhectique		
entry	Catarrheux	0	
orth	Catarrheux		
entry	Catarrhexie	0	
orth	Catarrhexie		
entry	Catarrhopie	0	
orth	Catarrhopie		
entry	Catartisme	0	
orth	Catartisme		
entry	Catastaltique	0	
orth	Catastaltique		
entry	Catastase	0	
orth	Catastase		
entry	Catatase	0	
orth	Catatase		
entry	Catéiadion	0	
orth	Catéiadion		
entry	Catéonèse	0	
orth	Catéonèse		
entry	Catharsie	0	
orth	Catharsie		
entry	Cathartique	0	
orth	Cathartique		
entry	Cathèmérine	0	
orth	Cathèmérine		
entry	Cathérèse	0	
orth	Cathérèse		
entry	Cathérétique	0	
orth	Cathérétique		
entry	Cathéter	1	
orth	Cathéter		
pb	134	0144	
entry	Cathétérisme	0	
orth	Cathétérisme		
entry	Cathidrysis	0	
orth	Cathidrysis		
entry	Catholceus	0	
orth	Catholceus		
entry	Catholicon	0	
orth	Catholicon		
entry	Catholique	0	
orth	Catholique		
entry	Catias	0	
orth	Catias		
entry	Catocathartique	0	
orth	Catocathartique		
entry	Catoche, Catochus	0	
orth	Catoche		
orth	Catochus		
entry	Catoclésie	0	
orth	Catoclésie		
entry	Catomisme	0	
orth	Catomisme		
entry	Catoptre	0	
orth	Catoptre		
entry	Catoptromancie	0	
orth	Catoptromancie		
entry	Catorchites	0	
orth	Catorchites		
entry	Catorétique	0	
orth	Catorétique		
entry	Catotérique	0	
orth	Catotérique		
entry	Catulotique	0	
orth	Catulotique		
entry	Caucaloides	0	
orth	Caucaloides		
entry	Cauchemar	0	
orth	Cauchemar		
entry	Caudation	0	
orth	Caudation		
entry	Caudex	0	
orth	Caudex		
entry	Caudiez	0	
orth	Caudiez		
entry	Caufenne	0	
orth	Caufenne		
entry	Cauledon	0	
orth	Cauledon		
entry	Caulescent	0	
orth	Caulescent		
entry	Caulinaire	1	
orth	Caulinaire		
pb	135	0145	
entry	Cause	0	
orth	Cause		
entry	Causis	0	
orth	Causis		
entry	Causticité	0	
orth	Causticité		
entry	Caustique	0	
orth	Caustique		
entry	Causus	0	
orth	Causus		
entry	Cautère	0	
orth	Cautère		
entry	Cautérétique	0	
orth	Cautérétique		
entry	Cauterets	0	
orth	Cauterets		
entry	Cautérisation	0	
orth	Cautérisation		
entry	Cautériser	0	
orth	Cautériser		
entry	Cavale	0	
orth	Cavale		
entry	Cave	1	
orth	Cave		
pb	136	0146	
entry	Caverne	0	
orth	Caverne		
entry	Caverneux	0	
orth	Caverneux		
entry	Cavesson, Caveçon	0	
orth	Cavesson		
orth	Caveçon		
entry	Caviar	0	
orth	Caviar		
entry	Cavité	0	
orth	Cavité		
entry	Cayeu	0	
orth	Cayeu		
entry	Cécité	0	
orth	Cécité		
entry	Cedma	0	
orth	Cedma		
entry	Cédrat	0	
orth	Cédrat		
entry	Cédria	0	
orth	Cédria		
entry	Cedrites	0	
orth	Cedrites		
entry	Ceinture	0	
orth	Ceinture		
entry	Célation	0	
orth	Célation		
entry	Céleri	0	
orth	Céleri		
entry	Céliaque	0	
orth	Céliaque		
entry	Cellulaire	1	
orth	Cellulaire		
pb	137	0147	
entry	Cellule	0	
orth	Cellule		
entry	Celluleux	0	
orth	Celluleux		
entry	Célotomie	0	
orth	Célotomie		
entry	Cement	0	
orth	Cement		
entry	Cémentation	0	
orth	Cémentation		
entry	Cémentatoire	0	
orth	Cémentatoire		
entry	Cementer	0	
orth	Cementer		
entry	Cendre	0	
orth	Cendre		
entry	Cendré	0	
orth	Cendré		
entry	Cendree	0	
orth	Cendree		
entry	Cendres	0	
orth	Cendres		
entry	Cenobion	0	
orth	Cenobion		
entry	Cénobionaire	0	
orth	Cénobionaire		
entry	Cenobionnien	0	
orth	Cenobionnien		
entry	Cenose	0	
orth	Cenose		
entry	Cènotique	0	
orth	Cènotique		
entry	Centaurée	0	
orth	Centaurée		
entry	Centinode	0	
orth	Centinode		
entry	Central	0	
orth	Central		
entry	Centre	1	
orth	Centre		
pb	138	0148	
entry	Cénure	0	
orth	Cénure		
entry	Céphalomatome	0	
orth	Céphalomatome		
entry	Céphalagraphie	0	
orth	Céphalagraphie		
entry	Cephalagre	0	
orth	Cephalagre		
entry	Céphalalgie	0	
orth	Céphalalgie		
entry	Céphalalogie	0	
orth	Céphalalogie		
entry	Céphalanthe	0	
orth	Céphalanthe		
entry	Céphalartique	0	
orth	Céphalartique		
entry	Cephalatomie	0	
orth	Cephalatomie		
entry	Céphalée	0	
orth	Céphalée		
entry	Céphaléomancie	0	
orth	Céphaléomancie		
entry	Céphaline	0	
orth	Céphaline		
entry	Céphalique	1	
orth	Céphalique		
pb	139	0149	
entry	Céphalite	0	
orth	Céphalite		
entry	Céphalode	0	
orth	Céphalode		
entry	Céphalogénèse	0	
orth	Céphalogénèse		
entry	Céphaloïde	0	
orth	Céphaloïde		
entry	Céphalomètre	0	
orth	Céphalomètre		
entry	Céphalonose	0	
orth	Céphalonose		
entry	Cephalo-pharyngien	0	
orth	Cephalo-pharyngien		
entry	Cephalophyme	0	
orth	Cephalophyme		
entry	Céphaloponie	0	
orth	Céphaloponie		
entry	Céphalopyose	0	
orth	Céphalopyose		
entry	Céphalotomie	0	
orth	Céphalotomie		
entry	Céphaloxie	0	
orth	Céphaloxie		
entry	Cerasine	0	
orth	Cerasine		
entry	Cérasme	0	
orth	Cérasme		
entry	Cerat	0	
orth	Cerat		
entry	Cération	0	
orth	Cération		
entry	Cératocèle	0	
orth	Cératocèle		
entry	Cérato-glosse, Kérato-glosse	0	
orth	Cérato-glosse		
orth	Kérato-glosse		
entry	Cératohyal	0	
orth	Cératohyal		
entry	Cératoïde	0	
orth	Cératoïde		
entry	Cérato-pharyngien, Kérato-pharyngien	0	
orth	Cérato-pharyngien		
orth	Kérato-pharyngien		
entry	Cérato-staphylin, Kerato-staphylin	0	
orth	Cérato-staphylin		
orth	Kerato-staphylin		
pb	140	0150	
entry	Ceratotome	0	
orth	Ceratotome		
entry	Cératotomie	0	
orth	Cératotomie		
entry	Céraunochrysos	0	
orth	Céraunochrysos		
entry	Cerceau	0	
orth	Cerceau		
entry	Cercle	0	
orth	Cercle		
entry	Cerclé	0	
orth	Cerclé		
entry	Cercose	0	
orth	Cercose		
entry	Céréal	0	
orth	Céréal		
entry	Cérébelleux	0	
orth	Cérébelleux		
entry	Cérébellite	0	
orth	Cérébellite		
entry	Cerebral	0	
orth	Cerebral		
entry	Cérébriforme	0	
orth	Cérébriforme		
entry	Cérébrite	0	
orth	Cérébrite		
entry	Cérébro-rachidien	0	
orth	Cérébro-rachidien		
entry	Cèréléon	0	
orth	Cèréléon		
entry	Cérérium	0	
orth	Cérérium		
entry	Cerfeuil	0	
orth	Cerfeuil		
entry	Cerine	0	
orth	Cerine		
entry	Cérion	0	
orth	Cérion		
entry	Cérion	1	
orth	Cérion		
pb	141	0151	
entry	Cerise	0	
orth	Cerise		
entry	Cerisier	0	
orth	Cerisier		
entry	Cerisy	0	
orth	Cerisy		
entry	Cèrium	0	
orth	Cèrium		
entry	Cernay	0	
orth	Cernay		
entry	Cernières	0	
orth	Cernières		
entry	Cernin (Saint-)	0	
orth	Cernin (Saint-)		
entry	Ceroène, Cerouène, Ciroène	0	
orth	Ceroène		
orth	Cerouène		
orth	Ciroène		
entry	Cèromantie	0	
orth	Cèromantie		
entry	Ceropisse	0	
orth	Ceropisse		
entry	Cérumen	0	
orth	Cérumen		
entry	Cérumineux	0	
orth	Cérumineux		
entry	Ceruse	0	
orth	Ceruse		
entry	Cerveau	0	
orth	Cerveau		
entry	Cervelet	0	
orth	Cervelet		
entry	Cervelle	0	
orth	Cervelle		
entry	Cervical	1	
orth	Cervical		
pb	142	0152	
entry	Cervico-acromien	0	
orth	Cervico-acromien		
entry	Cervoise	0	
orth	Cervoise		
entry	Césarien	0	
orth	Césarien		
entry	Cétérach	0	
orth	Cétérach		
entry	Cetine	0	
orth	Cetine		
entry	Cétique	0	
orth	Cétique		
entry	Cévadate	0	
orth	Cévadate		
entry	Cévadille	1	
orth	Cévadille		
pb	143	0153	
entry	Cévadique	0	
orth	Cévadique		
entry	Cézeriat	0	
orth	Cézeriat		
entry	Chæraphrosyne	0	
orth	Chæraphrosyne		
entry	Chaîne	0	
orth	Chaîne		
entry	Chair	0	
orth	Chair		
entry	Chaitose	0	
orth	Chaitose		
entry	Chalasie	0	
orth	Chalasie		
entry	Chalastique	0	
orth	Chalastique		
entry	Chalaze	0	
orth	Chalaze		
entry	Chalazion	0	
orth	Chalazion		
entry	Chalazose	0	
orth	Chalazose		
entry	Chalcite	0	
orth	Chalcite		
entry	Chaleur	0	
orth	Chaleur		
entry	Chalumeau	0	
orth	Chalumeau		
entry	Chalybé	0	
orth	Chalybé		
entry	Chamædrys	0	
orth	Chamædrys		
entry	Chamædrites	0	
orth	Chamædrites		
entry	Chambon	0	
orth	Chambon		
entry	Chambre	1	
orth	Chambre		
pb	144	0154	
entry	Champignon	0	
orth	Champignon		
entry	Champlure	0	
orth	Champlure		
entry	Chancissure	0	
orth	Chancissure		
entry	Chancre	0	
orth	Chancre		
entry	Chancreux	0	
orth	Chancreux		
entry	Chanfrein	0	
orth	Chanfrein		
entry	Change	0	
orth	Change		
entry	Chanonat	0	
orth	Chanonat		
entry	Chant	0	
orth	Chant		
entry	Chantejat	0	
orth	Chantejat		
entry	Chanter	0	
orth	Chanter		
entry	Chantrigné	0	
orth	Chantrigné		
entry	Chanvre	0	
orth	Chanvre		
entry	Chape	0	
orth	Chape		
entry	Chapeau	0	
orth	Chapeau		
entry	Chapelet	0	
orth	Chapelet		
entry	Chapelle-Godefroy (La)	0	
orth	Chapelle-Godefroy (La)		
entry	Chapiteau	0	
orth	Chapiteau		
entry	Chapon	0	
orth	Chapon		
entry	Chappetonade	1	
orth	Chappetonade		
pb	145	0155	
entry	Charbon	0	
orth	Charbon		
entry	Charbonneux	0	
orth	Charbonneux		
entry	Charbonnières	0	
orth	Charbonnières		
entry	Chardon-bénit	0	
orth	Chardon-bénit		
entry	Charge	0	
orth	Charge		
entry	Charbauglion	0	
orth	Charbauglion		
entry	Charger	0	
orth	Charger		
entry	Charlatan	0	
orth	Charlatan		
entry	Charlatanerie	0	
orth	Charlatanerie		
entry	Charlatanisme	0	
orth	Charlatanisme		
entry	Charlottenbourg	0	
orth	Charlottenbourg		
entry	Charme	0	
orth	Charme		
entry	Charnu	0	
orth	Charnu		
entry	Charpie	0	
orth	Charpie		
entry	Charrée	0	
orth	Charrée		
entry	Chart	0	
orth	Chart		
entry	Chartre	0	
orth	Chartre		
entry	Chartres	0	
orth	Chartres		
entry	Chas	1	
orth	Chas		
pb	146	0156	
entry	Châsse	0	
orth	Châsse		
entry	Chassie	0	
orth	Chassie		
entry	Chassieux	0	
orth	Chassieux		
entry	Chataigne	0	
orth	Chataigne		
entry	Chataignier	0	
orth	Chataignier		
entry	Chatain	0	
orth	Chatain		
entry	Chateau-Landon	0	
orth	Chateau-Landon		
entry	Chateau-la-Vallière	0	
orth	Chateau-la-Vallière		
entry	Chateaulin	0	
orth	Chateaulin		
entry	Château-Salins	0	
orth	Château-Salins		
entry	Chateldon	0	
orth	Chateldon		
entry	Chatel-Guyon	0	
orth	Chatel-Guyon		
entry	Chatenoi	0	
orth	Chatenoi		
entry	Chaton	0	
orth	Chaton		
entry	Chatonné	0	
orth	Chatonné		
entry	Chatonnement	0	
orth	Chatonnement		
entry	Chatouillement	0	
orth	Chatouillement		
entry	Chatouiller	0	
orth	Chatouiller		
entry	Chatré	0	
orth	Chatré		
entry	Chatrer	0	
orth	Chatrer		
entry	Chatrure	1	
orth	Chatrure		
pb	147	0157	
entry	Chauchevieille	0	
orth	Chauchevieille		
entry	Chaudebourg	0	
orth	Chaudebourg		
entry	Chaudepisse	0	
orth	Chaudepisse		
entry	Chaudes-Aigues	0	
orth	Chaudes-Aigues		
entry	Chaudière	0	
orth	Chaudière		
entry	Chauffoir	0	
orth	Chauffoir		
entry	Chaulieu	0	
orth	Chaulieu		
entry	Chaume	0	
orth	Chaume		
entry	Chaumont	0	
orth	Chaumont		
entry	Chausse	0	
entry	Chausser	0	
orth	Chausser		
entry	Chaussetrape	0	
orth	Chaussetrape		
entry	Chauve	0	
orth	Chauve		
entry	Chauveté	0	
orth	Chauveté		
entry	Chaux	0	
orth	Chaux		
entry	Chebule	0	
orth	Chebule		
entry	Chef	0	
orth	Chef		
entry	Cheilocace	0	
orth	Cheilocace		
entry	Cheilocace	0	
orth	Cheilocace		
entry	Chéilon	0	
orth	Chéilon		
entry	Chéilophyme	0	
orth	Chéilophyme		
entry	Chéilorrhagie	0	
orth	Chéilorrhagie		
entry	Cheirisme	0	
orth	Cheirisme		
entry	Chélidoine	1	
orth	Chélidoine		
pb	148	0158	
entry	Chemillé	0	
orth	Chemillé		
entry	Chemosis	0	
orth	Chemosis		
entry	Chenay	0	
orth	Chenay		
entry	Chêne	0	
orth	Chêne		
entry	Chènevis	0	
orth	Chènevis		
entry	Chenil	0	
orth	Chenil		
entry	Cheptel	0	
orth	Cheptel		
entry	Cherbourg	0	
orth	Cherbourg		
entry	Chernibium	0	
orth	Chernibium		
entry	Chervi	0	
orth	Chervi		
entry	Cheval	0	
orth	Cheval		
entry	Chevaler	0	
orth	Chevaler		
entry	Chevauchant	0	
orth	Chevauchant		
entry	Chevauchement	0	
orth	Chevauchement		
entry	Chevaucher	0	
orth	Chevaucher		
entry	Chevelu	0	
orth	Chevelu		
entry	Chevelure	0	
orth	Chevelure		
entry	Chevestre	0	
orth	Chevestre		
entry	Chevétre	0	
orth	Chevétre		
entry	Cheveu	0	
orth	Cheveu		
entry	Cheville	1	
orth	Cheville		
pb	149	0159	
entry	Chèvrefeuille	0	
orth	Chèvrefeuille		
entry	Chevrotant	0	
orth	Chevrotant		
entry	Cheylard	0	
orth	Cheylard		
entry	Chezanance	0	
orth	Chezanance		
entry	Chiastos	0	
orth	Chiastos		
entry	Chiastre	0	
orth	Chiastre		
entry	Chicorée	0	
orth	Chicorée		
entry	Chiendent	0	
orth	Chiendent		
entry	Chilon	0	
orth	Chilon		
entry	Chimellon	0	
orth	Chimellon		
entry	Chimiatre, Chymiatre	0	
orth	Chimiatre		
orth	Chymiatre		
entry	Chimiatrie	0	
orth	Chimiatrie		
entry	Chimie	0	
orth	Chimie		
entry	Chimique	0	
orth	Chimique		
entry	Chimiste	0	
orth	Chimiste		
entry	Chique	0	
orth	Chique		
entry	Chiragre	0	
orth	Chiragre		
entry	Chirarthrocace	0	
orth	Chirarthrocace		
entry	Chiriatre	0	
orth	Chiriatre		
entry	Chiriatrie	1	
orth	Chiriatrie		
pb	150	0160	
entry	Chiromancie	0	
orth	Chiromancie		
entry	Chiromancien, Chiromancier	0	
orth	Chiromancien		
orth	Chiromancier		
entry	Chironien	0	
orth	Chironien		
entry	Chironomie	0	
orth	Chironomie		
entry	Chirurgical	0	
orth	Chirurgical		
entry	Chirurgie	0	
orth	Chirurgie		
entry	Chirurgien	0	
orth	Chirurgien		
entry	Chirurgique	0	
orth	Chirurgique		
entry	Chloracide	0	
orth	Chloracide		
entry	Chlorate	0	
orth	Chlorate		
entry	Chlore	0	
orth	Chlore		
entry	Chloreux	0	
orth	Chloreux		
entry	Chlorine	0	
orth	Chlorine		
entry	Chloriodate	0	
orth	Chloriodate		
entry	Chloriodique	1	
orth	Chloriodique		
pb	151	0161	
entry	Chlorique	0	
orth	Chlorique		
entry	Chlorocyanate	0	
orth	Chlorocyanate		
entry	Chlorocyanique	0	
orth	Chlorocyanique		
entry	Chlorophosphate	0	
orth	Chlorophosphate		
entry	Chlorophosphorique	0	
orth	Chlorophosphorique		
entry	Chlorophylle	0	
orth	Chlorophylle		
entry	Chlorose	0	
orth	Chlorose		
entry	Chlorotique	0	
orth	Chlorotique		
entry	Chloroxycarbonate	0	
orth	Chloroxycarbonate		
entry	Chloroxycarbonique	0	
orth	Chloroxycarbonique		
entry	Chlorure	1	
orth	Chlorure		
pb	152	0162	
entry	Choanoïde	0	
orth	Choanoïde		
entry	Choanorrhagie	0	
orth	Choanorrhagie		
entry	Choc	0	
orth	Choc		
entry	Chocolat	0	
orth	Chocolat		
entry	Cholagogue	0	
orth	Cholagogue		
entry	Cholécyste	0	
orth	Cholécyste		
entry	Cholécystite	0	
orth	Cholécystite		
entry	Cholédographie	0	
orth	Cholédographie		
entry	Cholédologie	0	
orth	Cholédologie		
entry	Cholédoque	0	
orth	Cholédoque		
entry	Cholélithe	0	
orth	Cholélithe		
entry	Cholépoiese	0	
orth	Cholépoiese		
entry	Cholépyre	1	
orth	Cholépyre		
pb	153	0163	
entry	Choléra	0	
orth	Choléra		
entry	Cholérique	0	
orth	Cholérique		
entry	Cholerrhagie	0	
orth	Cholerrhagie		
entry	Cholestérate	0	
orth	Cholestérate		
entry	Cholestérine	0	
orth	Cholestérine		
entry	Cholestérique	0	
orth	Cholestérique		
entry	Coloma, Cholosie	0	
orth	Coloma		
orth	Cholosie		
entry	Cholose	0	
orth	Cholose		
entry	Cholose	0	
orth	Cholose		
entry	Chondro-glosse	0	
orth	Chondro-glosse		
entry	Chondrographie	0	
orth	Chondrographie		
entry	Chondrologie	0	
orth	Chondrologie		
entry	Chondro-pharyngien	0	
orth	Chondro-pharyngien		
entry	Chondrosyndesme	0	
orth	Chondrosyndesme		
entry	Chondrotomie	0	
orth	Chondrotomie		
entry	Chordapse	0	
orth	Chordapse		
entry	Chorée	0	
orth	Chorée		
entry	Chorémanie	0	
orth	Chorémanie		
entry	Chorion	0	
orth	Chorion		
entry	Choroïde	0	
orth	Choroïde		
entry	Choroïdien	1	
orth	Choroïdien		
pb	154	0164	
entry	Chose	0	
orth	Chose		
entry	Chou	0	
orth	Chou		
entry	Chromate	0	
orth	Chromate		
entry	Chromatique	0	
orth	Chromatique		
entry	Chrome	0	
orth	Chrome		
entry	Chromique	0	
orth	Chromique		
entry	Chromite	0	
orth	Chromite		
entry	Chromurgie	0	
orth	Chromurgie		
entry	Chronique	0	
orth	Chronique		
entry	Chronogunée	0	
orth	Chronogunée		
entry	Chronomètre	0	
orth	Chronomètre		
entry	Chronoscope	0	
orth	Chronoscope		
entry	Chryside	0	
orth	Chryside		
entry	Chrysocolle	0	
orth	Chrysocolle		
entry	Chrysolithe	1	
orth	Chrysolithe		
pb	155	0165	
entry	Chrysomèle	0	
orth	Chrysomèle		
entry	Chrysopée	0	
orth	Chrysopée		
entry	Chrysulée	0	
orth	Chrysulée		
entry	Chute	0	
orth	Chute		
entry	Chyazate	0	
orth	Chyazate		
entry	Chyazique	0	
orth	Chyazique		
entry	Chylaire	0	
orth	Chylaire		
entry	Chyle	0	
orth	Chyle		
entry	Chyleux	0	
orth	Chyleux		
entry	Chylifère	0	
orth	Chylifère		
entry	Chylification	0	
orth	Chylification		
entry	Chylopoièse	0	
orth	Chylopoièse		
entry	Chylopoiétique	0	
orth	Chylopoiétique		
entry	Chylose	0	
orth	Chylose		
entry	Chyme	0	
orth	Chyme		
entry	Chymification	0	
orth	Chymification		
entry	Chymose	0	
orth	Chymose		
entry	Chymiatre	0	
orth	Chymiatre		
entry	Chymiatrie	0	
orth	Chymiatrie		
entry	Chymie	0	
orth	Chymie		
entry	Chytlon	0	
orth	Chytlon		
entry	Cibation	0	
orth	Cibation		
entry	Ciboule	0	
orth	Ciboule		
entry	Ciboulette	0	
orth	Ciboulette		
entry	Cicatrice	1	
orth	Cicatrice		
pb	156	0166	
entry	Cicatricule	0	
orth	Cicatricule		
entry	Cicatrisant	0	
orth	Cicatrisant		
entry	Cicatrisation	0	
orth	Cicatrisation		
entry	Cicatriser	0	
orth	Cicatriser		
entry	Cicutine	0	
orth	Cicutine		
entry	Cidre	0	
orth	Cidre		
entry	Ciguë	0	
orth	Ciguë		
entry	Cil	0	
orth	Cil		
entry	Ciliaire	0	
orth	Ciliaire		
entry	Cilié	0	
orth	Cilié		
entry	Cilier	0	
orth	Cilier		
entry	Cillement	0	
orth	Cillement		
entry	Ciller	0	
orth	Ciller		
entry	Cillo	0	
orth	Cillo		
entry	Cillose	0	
orth	Cillose		
entry	Cime	0	
orth	Cime		
entry	Cimolé	1	
orth	Cimolé		
pb	157	0167	
entry	Cinabre	0	
orth	Cinabre		
entry	Cinchonin	0	
orth	Cinchonin		
entry	Cinchonine	0	
orth	Cinchonine		
entry	Cinclèse	0	
orth	Cinclèse		
entry	Cinclisme	0	
orth	Cinclisme		
entry	Cinéfaction	0	
orth	Cinéfaction		
entry	Cinération	0	
orth	Cinération		
entry	Cinnabre	0	
orth	Cinnabre		
entry	Cinzilla	0	
orth	Cinzilla		
entry	Cionis	0	
orth	Cionis		
entry	Cipipe	0	
orth	Cipipe		
entry	Circiné	0	
orth	Circiné		
entry	Circoncis	0	
orth	Circoncis		
entry	Circoncision	0	
orth	Circoncision		
entry	Circonference	0	
orth	Circonference		
entry	Circonflexe	0	
orth	Circonflexe		
entry	Circonscrit	0	
orth	Circonscrit		
entry	Circonvolution	0	
orth	Circonvolution		
entry	Circulaire	0	
orth	Circulaire		
entry	Circulation	1	
orth	Circulation		
pb	158	0168	
entry	Circulatoire	0	
orth	Circulatoire		
entry	Circuler	0	
orth	Circuler		
entry	Circumduction	0	
orth	Circumduction		
entry	Circumfusa	0	
orth	Circumfusa		
entry	Cire	0	
orth	Cire		
entry	Ciroine	0	
orth	Ciroine		
entry	Cirrhé	0	
orth	Cirrhé		
entry	Cirrheux	0	
orth	Cirrheux		
entry	Cirrhifère	0	
orth	Cirrhifère		
entry	Cirrhiforme	0	
orth	Cirrhiforme		
entry	Cirrhose	0	
orth	Cirrhose		
entry	Cirsocèle	0	
orth	Cirsocèle		
entry	Cirsomphale	0	
orth	Cirsomphale		
entry	Cirsophthalmie	0	
orth	Cirsophthalmie		
entry	Cirsotomie	0	
orth	Cirsotomie		
entry	Ciseau	0	
orth	Ciseau		
entry	Ciseaux	0	
orth	Ciseaux		
entry	Cissampelos	1	
orth	Cissampelos		
pb	159	0169	
entry	Ciste	0	
orth	Ciste		
entry	Cistule	0	
