object			
volume	27898	Littré-Gilbert (21e éd.)	1908
orth	Phlyzacium		
term	Ecthyma		
entry	Phlyzagié	0	
orth	Phlyzagié		
entry	Phobie	0	
orth	Phobie		
entry	Phocénine	0	
orth	Phocénine		
entry	Phocomèle	0	
orth	Phocomèle		
entry	Phocomélie	0	
orth	Phocomélie		
entry	Phœnicine	0	
orth	Phœnicine		
entry	Phœnigme	0	
orth	Phœnigme		
entry	Phœnodine	0	
orth	Phœnodine		
term	Hématine		
entry	Phonascie	0	
orth	Phonascie		
entry	Phonateur	0	
orth	Phonateur		
entry	Phonation	0	
orth	Phonation		
term	Appareil de la phonation		
entry	Phonautographe	0	
orth	Phonautographe		
entry	Phonendoscope	0	
orth	Phonendoscope		
pb	1270	1280	
entry	Phonendoscopie	0	
orth	Phonendoscopie		
entry	Phonomètre	0	
orth	Phonomètre		
entry	Phonophobie	0	
orth	Phonophobie		
entry	Phonospasmie	0	
orth	Phonospasmie		
entry	Phoque	0	
orth	Phoque		
entry	Phosactéon	0	
orth	Phosactéon		
entry	Phosphate	1	
orth	Phosphate		
term	Phosphate acide éthylique		
term	Phosphate-ammoniaco-magnésien		
term	phosphate double d’ammoniaque et de magnésie		
term	phosphate d’ammoniaque et de magnésie		
term	triple phosphate		
term	Phosphate ammoniaco-sodique		
term	Phosphate acide d’ammoniaque		
term	Phosphaté de bismuth		
term	Phosphates’, de chaux		
pb	1271	1281	
term	Phosphate de créosote		
term	Phosphate de cuivre		
term	Phosphate dé fer		
term	phosphate ferroso-ferrique		
term	Phosphate de gaïacol		
term	Phosphate		
term	Phosphate dé manganèse		
term	Phosphate de potasse		
term	Phosphate de quinine		
term	Phosphates de soude		
term	Phosphate acide de soude		
term	phosphate acidulé de soude		
term	Phosphate de soude basique ou irisodique		
term	Phosphates terreux		
term	Phosphate triplé		
entry	Phosphaté	0	
orth	Phosphaté		
term	Chaux-phosphatée		
entry	Phosphatique	0	
orth	Phosphatique		
term	Acide phosphatique		
entry	Phosphaturie	1	
orth	Phosphaturie		
pb	1272	1282	
entry	Phosphène	0	
orth	Phosphène		
entry	Phosphite	0	
orth	Phosphite		
entry	Phosphogénie	0	
orth	Phosphogénie		
entry	Phosphogénique	0	
orth	Phosphogénique		
clique	Puosphorogéxique		
entry	Phosphoglycérate	0	
orth	Phosphoglycérate		
entry	Phosphoglycérique	0	
orth	Phosphoglycérique		
term	Acide phosphoglycérique		
entry	Phospholéine	0	
orth	Phospholéine		
entry	Phospholutéine	0	
orth	Phospholutéine		
entry	Phosphore	0	
orth	Phosphore		
term	Phosphore rouge ou amorphe		
entry	Phosphoré	1	
orth	Phosphoré		
term	Pâte phosphorée		
term	Pâte de Roth		
term	Pâte de Duboys		
term	Intoxication phosphorée aiguë		
pb	1273	1283	
term	Intoxication chronique phosphorée, phosphoreuse ou par le phosphore		
term	Médication phosphorée		
term	Nécrose phos-r phorée dés maxillaires		
entry	Phosphorénèse	0	
orth	Phosphorénèse		
foreign	fosforenesi	ita	
foreign	fosforenesis	spa	
entry	Phosphorescence	0	
orth	Phosphorescence		
entry	Phosphorescent	1	
orth	Phosphorescent		
term	Animaux phosphorescents		
pb	1274	1284	
entry	Phosphoreux	0	
orth	Phosphoreux		
term	Acide phosphoreux		
entry	Phosphorique	0	
orth	Phosphorique		
term	Acides phosphoriques		
term	Sel phosphorique		
entry	Phosphorisme	0	
orth	Phosphorisme		
entry	Phosphorogénique	0	
orth	Phosphorogénique		
entry	Phosphure	0	
orth	Phosphure		
term	Phosphure d’hydrogène		
term	Phosphure		
entry	Photisme	0	
orth	Photisme		
entry	Photo-chimique	0	
orth	Photo-chimique		
entry	Photocyanine	0	
orth	Photocyanine		
entry	Photoérythrine	0	
orth	Photoérythrine		
entry	Photogène, Photogénique	0	
orth	Photogène		
orth	Photogénique		
entry	Photogénie	0	
orth	Photogénie		
entry	Photographie	0	
orth	Photographie		
term	Photographie anatomique		
term	Photographie microscopique		
entry	Photomagnétique	0	
orth	Photomagnétique		
entry	Photomètre	0	
orth	Photomètre		
entry	Photometrie	0	
orth	Photometrie		
entry	Photométrique	0	
orth	Photométrique		
entry	Photophobie	0	
orth	Photophobie		
entry	Photopsie	0	
orth	Photopsie		
entry	Phototactisme	0	
orth	Phototactisme		
entry	Phototaxie	0	
orth	Phototaxie		
clique	Phototactisme		
pb	1275	1285	
entry	Photothérapie	0	
orth	Photothérapie		
entry	Phragmoplaste	0	
orth	Phragmoplaste		
entry	Phrénésie	0	
orth	Phrénésie		
entry	Phrénétique	0	
orth	Phrénétique		
entry	Phrénique	0	
orth	Phrénique		
term	Artères phréniques		
term	Centre phrénique		
term	Nerf phrénique		
entry	Phrénisme	0	
orth	Phrénisme		
entry	Phrénite	0	
orth	Phrénite		
entry	Phrénitis	0	
orth	Phrénitis		
entry	Phréno-gastrique	0	
orth	Phréno-gastrique		
term	Ligament phréno-gastrique		
entry	Phréno-glottisme	0	
orth	Phréno-glottisme		
entry	Phrénographie	0	
orth	Phrénographie		
entry	Phrénologie	0	
orth	Phrénologie		
entry	Phrénopathie	0	
orth	Phrénopathie		
entry	Phréno-splénique	0	
orth	Phréno-splénique		
term	Ligament phréno-splénique		
entry	Phricode	0	
orth	Phricode		
term	Fièvre phricode		
entry	Phtalate	0	
orth	Phtalate		
entry	Phtaléine	1	
orth	Phtaléine		
pb	1276	1286	
entry	Phtalide	0	
orth	Phtalide		
clique	Phtauque		
entry	Phtaline	0	
orth	Phtaline		
entry	Phtalique	0	
orth	Phtalique		
term	Acide phlalique		
clique	Acide phlalique		
entry	Phtartique	0	
orth	Phtartique		
foreign	phtharticus	lat	
foreign	φθαρτικος	grc	
entry	Phthiriase	0	
orth	Phthiriase		
entry	Phtisie	3	
orth	Phtisie		
foreign	phthisis	lat	
foreign	φθίσις	grc	
foreign	Schwindsucht	deu	
foreign	Lungenschwindsucht	deu	
foreign	phthisis	eng	
foreign	tisichezza	ita	
foreign	ftisi	ita	
foreign	ftisia	ita	
foreign	tisica	spa	
foreign	tisis	spa	
clique	Tubercule		
term	Phtisie aiguë granulique		
clique	Phtisie aiguë granulique | Tubercule		
pb	1277	1287	
term	Phtisie aiguë pneumonique		
clique	Phtisie aiguë pneumonique		
term	Phtisie anthracosique		
clique	Phtisie anthracosique		
term	Phtisie calcaire ou calculense		
clique	Phtisie calcaire ou calculense		
term	Phtisie cancéreuse		
clique	Phtisie cancéreuse		
term	Phtisie caséeuse		
clique	Phtisie caséeuse | Pxeumonie | Pxeumonie chronique		
term	Phtisie dorsale		
clique	Phtisie dorsale | Spermatorrhée		
term	Phtisie galopante		
clique	Phtisie galopante		
term	Phtisie granuleuse		
clique	Phtisie granuleuse		
term	Phtisie hépatique		
clique	Phtisie hépatique		
term	Phtisie laryngée		
term	laryngite tuberculeuse		
term	laryngite ulcéreuse		
clique	Phtisie laryngée | laryngite tuberculeuse | laryngite ulcéreuse		
pb	1278	1288	
term	Phtisie avec mélanose		
term	phtisie des mineurs		
term	anthracosis		
clique	Phtisie avec mélanose | phtisie des mineurs | anthracosis		
term	Phtisie mésentérique		
clique	Phtisie mésentérique | Carreau		
term	Phtisie péripneumonique		
clique	Phtisie péripneumonique | Péripneumonie		
term	Phtisie pulmonaire chez l’homme		
clique	Phtisie pulmonaire chez l’homme | Phtisie | Phtisie | Phtisie | Phtisie galopante | Phtisie granuleuse | Phtisie tuberculeuse		
term	Phtisie pupillaire		
clique	Phtisie pupillaire | Myose		
term	Phtisie trachéale		
clique	Phtisie trachéale		
term	Phtisie tuberculeuse		
clique	Phtisie tuberculeuse		
pb	1279	1289	
term	Phtisie ulcéreuse		
clique	Phtisie ulcéreuse		
entry	Phtisiologie	0	
orth	Phtisiologie		
foreign	phthisiologia	lat	
foreign	phthisiology	eng	
foreign	ftisiologia	ita	
foreign	tisiologia	spa	
entry	Phtisiophobie	0	
orth	Phtisiophobie		
entry	Phtisiothérapie	0	
orth	Phtisiothérapie		
entry	Phtisique	0	
orth	Phtisique		
foreign	schwind	deu	
entry	Phtisurie	0	
orth	Phtisurie		
entry	Phycées	0	
orth	Phycées		
entry	Phycine, Phybite	0	
orth	Phycine		
orth	Phybite		
term	Vérythrite		
entry	Phygethlon	0	
orth	Phygethlon		
entry	Phylactère	0	
orth	Phylactère		
entry	Phyllanthus	0	
orth	Phyllanthus		
term	Phyllanthus niruri		
term	yerba de quinine		
term	quinine créole		
clique	Phyllanthus niruri | yerba de quinine | quinine créole		
entry	Phyllirine	0	
orth	Phyllirine		
entry	Phyllobothrydé	0	
orth	Phyllobothrydé		
entry	Phylogénie	0	
orth	Phylogénie		
entry	Phymatine	0	
orth	Phymatine		
entry	Phymatoïde	0	
orth	Phymatoïde		
entry	Phymateux	0	
orth	Phymateux		
entry	Phymatose	0	
orth	Phymatose		
entry	Phyme, Phymie	0	
orth	Phyme		
orth	Phymie		
entry	Physacium	0	
orth	Physacium		
entry	Physaline	0	
orth	Physaline		
entry	Physalis	0	
orth	Physalis		
clique	Alkékekge		
entry	Physconie	0	
orth	Physconie		
term	LMiypocarpe		
term	Physconie mésentérique		
entry	Physicisme	0	
orth	Physicisme		
pb	1280	1290	
entry	Physico-chimique	0	
orth	Physico-chimique		
entry	Physicothérapie	0	
orth	Physicothérapie		
entry	Physiogénie	0	
orth	Physiogénie		
entry	Physiogénique	0	
orth	Physiogénique		
entry	Physiognomonie	0	
orth	Physiognomonie		
entry	Physiognosie	0	
orth	Physiognosie		
entry	Physiographie	0	
orth	Physiographie		
entry	Physiologie	0	
orth	Physiologie		
term	Physiologie cellulaire		
term	Physiologie comparative comparée		
term	Physiologie expérimentale		
term	Physiologie générale		
term	Physiologie médicale		
term	Physiologie psychique		
term	Physiologie spéciale		
entry	Physiologique	0	
orth	Physiologique		
entry	Physiologisme	0	
orth	Physiologisme		
entry	Physiologiste	0	
orth	Physiologiste		
entry	Physionomie, Physiognomonie	1	
orth	Physionomie		
orth	Physiognomonie		
pb	1281	1291	
entry	Physionotype	0	
orth	Physionotype		
entry	Physiothérapie	0	
orth	Physiothérapie		
entry	Physique	0	
orth	Physique		
term	Physique médicale		
term	Physique sociale		
term	Physique terrestre		
entry	Physique	0	
orth	Physique		
entry	Physique	0	
orth	Physique		
term	Caractères d’ordre physique		
term	Loi physique d’un phénomène		
term	Sciences physiques		
entry	Physocèle	0	
orth	Physocèle		
entry	Physocéphale	0	
orth	Physocéphale		
entry	Physœude	0	
orth	Physœude		
entry	Physostigmine	0	
orth	Physostigmine		
term	Ésérine		
entry	Physothorax	0	
orth	Physothorax		
entry	Phytoalopécie	0	
orth	Phytoalopécie		
entry	Phytolaccin	0	
orth	Phytolaccin		
entry	Phytolaccique	0	
orth	Phytolaccique		
term	Acide phytolaccique		
entry	Phytolaque	0	
orth	Phytolaque		
entry	Phytoléine	0	
orth	Phytoléine		
entry	Phytoméline	0	
orth	Phytoméline		
entry	Phytopathologie	0	
orth	Phytopathologie		
entry	Phytostérine	0	
orth	Phytostérine		
entry	Phytozoaires	0	
orth	Phytozoaires		
foreign	phytozoum	lat	
term	Les spermatozoïdes		
clique	Les spermatozoïdes		
entry	Pia	0	
orth	Pia		
entry	Pian	0	
orth	Pian		
term	Pian hémorragique		
term	Pian de Nérac		
pb	1282	1292	
entry	Pianiforme	0	
orth	Pianiforme		
entry	Piarrhémie	0	
orth	Piarrhémie		
entry	Piaulement	0	
orth	Piaulement		
entry	Pica, Picacisme	0	
orth	Pica		
orth	Picacisme		
entry	Pichurim	0	
orth	Pichurim		
entry	Picote	0	
orth	Picote		
term	Picote des bêtes à laine		
entry	Picotement	0	
orth	Picotement		
entry	Picraminé	0	
orth	Picraminé		
entry	Picramyle	0	
orth	Picramyle		
entry	Picrate	0	
orth	Picrate		
entry	Picrine	0	
orth	Picrine		
entry	Picrique	0	
orth	Picrique		
entry	Picro-carmin	0	
orth	Picro-carmin		
clique	Îpicbo-cakminate		
entry	Picro-carminate	0	
orth	Picro-carminate		
entry	Picroglycion	0	
orth	Picroglycion		
pb	1283	1293	
entry	Picromel	0	
orth	Picromel		
entry	Picronitrique	0	
orth	Picronitrique		
term	Acide pmronitriqué		
clique	Acide pmronitriqué		
entry	Picrotoxine	0	
orth	Picrotoxine		
entry	Pied	2	
orth	Pied		
pb	1284	1294	
term	Pied d’hippocampe		
term	Pied		
term	Pied bol hystérique		
term	Pied bot tabétique		
term	Pied chinois		
term	Pied d’éléphant		
term	Pied fébricitant		
term	pied du Maduré ou de Madura		
term	Pied forcé		
term	Pied phn		
term	Pied tabétique		
pb	1285	1295	
term	Pied tuberculeux		
term	Phénomène ou Clonus du pied		
term	Pied-de-chat		
term	Pied-de-lion		
term	Pied-de-laup		
term	Pied-de-pigeon		
term	Pied-de-poule		
term	Pied-de-veau		
entry	Piedra	0	
orth	Piedra		
entry	Piedra bezal	0	
orth	Piedra bezal		
entry	Pie-mère	0	
orth	Pie-mère		
entry	Pierre	0	
orth	Pierre		
term	Pierre d’aigle		
term	Pierres à aiguiser		
term	Pierre d’aimant		
term	Pierre de Bologne		
term	Pierre calcaire ou à chaux		
term	Pierre à cautère		
term	Pierre divine		
term	Pierre d’écrevisse		
term	Pierres à filtres		
term	Pierres gemmes ou précieuses		
term	Pierre de Goa		
term	pierre de Malacca		
term	pierre de porc ou de porc-épic		
term	Pierre infernale		
term	Pierres intestinales, pierres stercorales		
term	Pierre murale		
term	Pierre néphrétique		
term	Pierre ophtalmique		
term	Pierre à plâtre		
entry	Pierrefonds	0	
orth	Pierrefonds		
entry	Pierreux	0	
orth	Pierreux		
term	Apophyse pierreuse		
term	Concrétion pierreuse		
entry	Pierrure	0	
orth	Pierrure		
entry	Pietra-Pola	0	
orth	Pietra-Pola		
entry	Pigamon	1	
orth	Pigamon		
pb	1286	1296	
entry	Pigment, Gmentum	1	
orth	Pigment		
orth	Gmentum		
term	Pigment cutané		
term	Pigment ocre		
pb	1287	1297	
entry	Pigmentaire	0	
orth	Pigmentaire		
term	Couche pigmentaire		
term	Cachexie ou dégénérescence pigmentaire		
term	Fig		
term	Tissu pigmentaire		
term	Tumeur, pigmentaire		
entry	Pigmentation	0	
orth	Pigmentation		
term	Pigmentation rétinienne		
entry	Pigmenté	0	
orth	Pigmenté		
entry	Pigmenteux	0	
orth	Pigmenteux		
entry	Pigne	0	
orth	Pigne		
entry	Pignon	0	
orth	Pignon		
term	Pignon de Barbarie		
term	Gros Pignon d’Inde		
term	Pignon des Barbades		
term	Petit pignon d’Inde		
term	graine de Tilly		
term	Pignon doux		
entry	Pute, Piitis	0	
orth	Pute		
orth	Piitis		
clique	Méxingite		
entry	Pilaire	0	
orth	Pilaire		
term	Système pilaire		
entry	Pile	1	
orth	Pile		
pb	1288	1298	
term	Pile sèche		
entry	Pileux	0	
orth	Pileux		
term	Bulbe, follicule, glande, substance, système et tissu pileux		
entry	Pilier	0	
orth	Pilier		
entry	Pilifère	0	
orth	Pilifère		
entry	Piliforme	0	
orth	Piliforme		
entry	Pilimiction	0	
orth	Pilimiction		
entry	Pilocarpine	0	
orth	Pilocarpine		
clique	Jaborandi		
entry	Pilon	0	
orth	Pilon		
entry	Piloselle	0	
orth	Piloselle		
entry	Pilulaire	0	
orth	Pilulaire		
term	Masse pilulaire		
entry	Pilulaire	0	
orth	Pilulaire		
entry	Pilule	2	
orth	Pilule		
term	Pilules d’aloès		
term	Pilules d’aloès et de savon		
pb	1289	1299	
term	Pilules alunées d’Helvétius		
term	Pilules angéliques		
term	Pilules ante cibum		
term	Pilules antichlorotiques		
term	Pilules asiatiques		
term	Pilules astringentes de Capuron		
term	Pilule d’azotate d’argent		
term	Pilules de Bacher		
term	Pilules balsamiques de Morton		
term	Pilules de Barton		
term	Pilules bénites de Fuller		
term	Blancard		
term	Pilules de Blaud		
term	Pilules bleues		
term	Pilules de Bontius		
term	Pilules ckalybées		
term	Pilules de Chreslien		
term	Pilules cochées		
term	Pilules de coloquinte composées		
term	Pilules de copahu magnésiées		
term	Pilules de cynoqlosse		
term	Pilules dépuratives de Plummer		
term	Pilules de Dupuytren		
term	Pilules écossaises		
term	Pilules ferrugineuses		
term	Pilules gourmandes		
term	Pilules d’Helvétius		
pb	1290	1300	
term	Pilules de Lartigue		
term	Pilules de Méglin		
term	Pilules mercurielles purgatives		
term	Pilules mercurielles savonneuses		
term	Pilules mercü		
term	vielles simples		
term	Pilules de Morison		
term	Pilules de Morton		
term	Pilules de nitre camphré		
term	Pilules d’onguent mercuriel		
term	Pilules Perpétuelles		
term	Pilules de Plummer		
term	Pilules de Rufus		
term	Pilules de savon		
term	Pilules de savon nitrées		
term	Pilules scillitiques		
term	Pilules de Sédilloi		
term	Pilules de térébenthine		
term	Pilules de térébenthine cuite		
term	Pilules de Vallet		
entry	Pilulier	0	
orth	Pilulier		
entry	Pimélite	0	
orth	Pimélite		
entry	Pimélorrhée	0	
orth	Pimélorrhée		
entry	Pimélose	0	
orth	Pimélose		
term	Pimélose du foie		
entry	Pimélotique	0	
orth	Pimélotique		
entry	Pimelurie	0	
orth	Pimelurie		
clique	Chylurie		
entry	Piment	0	
orth	Piment		
term	Piment aquatique, bâtard ou royal		
term	Piment ou poivre de la Jamaïque		
term	Piment de Thévet		
term	Piment couronné		
entry	Pimenta	0	
orth	Pimenta		
clique	Pimekt		
entry	Pimentique	0	
orth	Pimentique		
term	Acidepimentique		
entry	Pimprenelle	0	
orth	Pimprenelle		
entry	Pin	1	
orth	Pin		
pb	1291	1301	
term	le pin des marais		
entry	Pinau	0	
orth	Pinau		
entry	Pince	1	
orth	Pince		
term	Pince à baguette ou à refoulement		
term	Pince, à,cataracte		
term	Pince de Pesmarrés		
term	Pince d dissection		
term	Pince élgtro-caustique		
term	Pince à faux germe		
term	Pince à forcipressure		
term	Pince clamp		
term	Pince à gaine		
term	Pince à griffes		
term	Pince de Haies		
term	Pince hémostatique		
term	Pince de Kocher		
term	Pince h langue		
term	Pince à ligature		
pb	1292	1302	
term	Pince ou cisaille de Liston		
term	Pince longuette		
term	Pince de Museux		
term	Pince à pansement ou à anneaux		
term	Pince à polypes		
term	Pinces à pression continue		
term	Pince en T		
term	Pince à torsion		
term	Pince à trois branches		
term	Pince à verrou		
entry	Pinceau	0	
orth	Pinceau		
term	Pinceau électrique		
entry	Pincée	0	
orth	Pincée		
pb	1293	1303	
entry	Pincement	0	
orth	Pincement		
term	Pincement du vaqin		
entry	Pinchbeck	0	
orth	Pinchbeck		
entry	Pinçon	0	
orth	Pinçon		
entry	Pinéal	0	
orth	Pinéal		
term	Glande pineale		
entry	Pinghwar harjambi	0	
orth	Pinghwar harjambi		
entry	Pinguicula	0	
orth	Pinguicula		
entry	Pinguicula, Pinguecula	0	
orth	Pinguicula		
orth	Pinguecula		
foreign	Pinguecula	deu	
foreign	pinguecula	eng	
foreign	pinguecùla	ita	
entry	Pinitannique	0	
orth	Pinitannique		
entry	Pinite	0	
orth	Pinite		
entry	Pinnal	0	
orth	Pinnal		
term	Pinnal radié		
entry	Pinnothère	0	
orth	Pinnothère		
entry	Pins	0	
orth	Pins		
term	Signe de Pins		
clique	Signe de Pins		
entry	Pinta	0	
orth	Pinta		
term	Pinta du Mexique		
entry	Piora	0	
orth	Piora		
term	Station d’altitude		
clique	Station d’altitude		
entry	Pioule	0	
orth	Pioule		
entry	Pipe	0	
orth	Pipe		
term	Pipe camboge		
entry	Piper	0	
orth	Piper		
clique	Poivre		
entry	Pipérazine	0	
orth	Pipérazine		
entry	Pipéridine	0	
orth	Pipéridine		
entry	Pipérin, Pipérine	1	
orth	Pipérin		
orth	Pipérine		
pb	1294	1304	
entry	Pipérique	0	
orth	Pipérique		
term	Acide pipérique		
entry	Pipéroïde	0	
orth	Pipéroïde		
entry	Pipéronal	0	
orth	Pipéronal		
term	aldéhyde pipéronylique		
clique	aldéhyde pipéronylique		
entry	Pipette	0	
orth	Pipette		
term	Pipette		
term	Pipette Pasteur		
entry	Pipl	0	
orth	Pipl		
clique	Pétivérie		
entry	Pipitzahoac	0	
orth	Pipitzahoac		
entry	Piqueté	0	
orth	Piqueté		
entry	Piqûre	0	
orth	Piqûre		
term	Piqûre anatomique		
term	Piqûres d’insectes		
term	Piqûre de vipère		
entry	Piriforme	0	
orth	Piriforme		
entry	Pirogoff	0	
orth	Pirogoff		
term	Opération de Pirogoff		
clique	Opération de Pirogoff		
entry	Piroplasma	1	
orth	Piroplasma		
term	Piroplasrna Donovani		
clique	Piroplasrna Donovani		
pb	1295	1305	
entry	Piroplasmose	0	
orth	Piroplasmose		
entry	Piscidia erythrina	0	
orth	Piscidia erythrina		
entry	Pisiforme	0	
orth	Pisiforme		
term	Éminence ou tubercule pisiforme		
term	Os pisiforme		
entry	Pisimétacarpien	0	
orth	Pisimétacarpien		
term	Ligament pisimétacarpien		
entry	Pisiunciformien	0	
orth	Pisiunciformien		
term	Ligament pisiunciformien		
entry	Pissasphalte	0	
orth	Pissasphalte		
entry	Pissélæon	0	
orth	Pissélæon		
entry	Pissement	0	
orth	Pissement		
term	Pissement de pus		
term	Pissement de sang		
entry	Pissenlit	0	
orth	Pissenlit		
entry	Pistache	0	
orth	Pistache		
term	Pistache de terre		
entry	Pistation	0	
orth	Pistation		
entry	Pistoia	0	
orth	Pistoia		
term	Remède de Pistoia		
clique	Remède de Pistoia		
pb	1296	1306	
entry	Pithiatique	0	
orth	Pithiatique		
entry	Pithiatisme	0	
orth	Pithiatisme		
entry	Pitres	0	
orth	Pitres		
term	Signe du cordeau de Pitres		
clique	Signe du cordeau de Pitres | Cordeau		
term	Signe de Pitres		
clique	Signe de Pitres		
term	Signe du sou de Pitres		
clique	Signe du sou de Pitres | Sou		
entry	Pituitaire	0	
orth	Pituitaire		
term	Fosse pituitaire		
term	Glande ou corps pituitaire		
term	Membrane pituitaire de Schneider		
